year,month,borough,collision_count,3mo_collision_count,6mo_collision_count,12mo_collision_count,injured_count,3mo_injured_count,6mo_injured_count,12mo_injured_count,killed_count,3mo_killed_count,6mo_killed_count,12mo_killed_count
2015,9,Queens,6296,6342.0,6214.83,6086.25,1054,1094.33,1089.33,1010.5,1,4.67,5.17,4.42
2015,10,Queens,7019,6510.33,6531.33,6124.75,1203,1117.0,1147.67,1015.42,7,4.67,5.0,4.67
2015,11,Queens,6118,6477.67,6480.83,6142.75,1044,1100.33,1129.5,1016.25,6,4.67,5.17,4.75
2015,12,Queens,6701,6612.67,6477.33,6174.58,1071,1106.0,1100.17,1022.17,7,6.67,5.67,5.08
2016,1,Queens,6390,6403.0,6456.67,6222.33,874,996.33,1056.67,1024.75,1,4.67,4.67,4.75
2016,2,Queens,5407,6166.0,6321.83,6244.0,914,953.0,1026.67,1043.42,3,3.67,4.17,4.67
2016,3,Queens,4911,5569.33,6091.0,6152.92,1061,949.67,1027.83,1058.58,1,1.67,4.17,4.67
2016,4,Queens,4438,4918.67,5660.83,6096.08,1023,999.33,997.83,1072.75,5,3.0,3.83,4.42
2016,5,Queens,4600,4649.67,5407.83,5944.33,1109,1064.33,1008.67,1069.08,2,2.67,3.17,4.17
2016,6,Queens,4361,4466.33,5017.83,5747.58,1007,1046.33,998.0,1049.08,6,4.33,3.0,4.33
2016,7,Queens,3632,4197.67,4558.17,5507.42,926,1014.0,1006.67,1031.67,4,4.0,3.5,4.08
2016,8,Queens,3593,3862.0,4255.83,5288.83,873,935.33,999.83,1013.25,3,4.33,3.5,3.83
2016,9,Queens,3640,3621.67,4044.0,5067.5,936,911.67,979.0,1003.42,4,3.67,4.0,4.08
2016,10,Queens,4032,3755.0,3976.33,4818.58,873,894.0,954.0,975.92,2,3.0,3.5,3.67
2012,1,Staten Island,795,795.0,795.0,795.0,184,184.0,184.0,184.0,1,1.0,1.0,1.0
2012,2,Staten Island,722,758.5,758.5,758.5,184,184.0,184.0,184.0,1,1.0,1.0,1.0
2012,3,Staten Island,827,781.33,781.33,781.33,171,179.67,179.67,179.67,1,1.0,1.0,1.0
2012,4,Staten Island,817,788.67,790.25,790.25,225,193.33,191.0,191.0,1,1.0,1.0,1.0
2012,5,Staten Island,939,861.0,820.0,820.0,238,211.33,200.4,200.4,0,0.67,0.8,0.8
2012,6,Staten Island,859,871.67,826.5,826.5,244,235.67,207.67,207.67,1,0.67,0.83,0.83
2012,7,Staten Island,747,848.33,818.5,815.14,170,217.33,205.33,202.29,1,0.67,0.83,0.86
2012,8,Staten Island,815,807.0,834.0,815.13,187,200.33,205.83,200.38,2,1.33,1.0,1.0
2012,9,Staten Island,799,787.0,829.33,813.33,199,185.33,210.5,200.22,0,1.0,0.83,0.89
2012,10,Staten Island,863,825.67,837.0,818.3,225,203.67,210.5,202.7,2,1.33,1.0,1.0
2012,11,Staten Island,814,825.33,816.17,817.91,204,209.33,204.83,202.82,2,1.33,1.33,1.09
2012,12,Staten Island,877,851.33,819.17,822.83,231,220.0,202.67,205.17,3,2.33,1.67,1.25
2013,1,Staten Island,800,830.33,828.0,823.25,183,206.0,204.83,205.08,0,1.67,1.5,1.17
2013,2,Staten Island,734,803.67,814.5,824.25,146,186.67,198.0,201.92,1,1.33,1.33,1.17
2013,3,Staten Island,843,792.33,821.83,825.58,196,175.0,197.5,204.0,1,0.67,1.5,1.17
2013,4,Staten Island,774,783.67,807.0,822.0,219,187.0,196.5,203.5,0,0.67,1.17,1.08
2013,5,Staten Island,935,850.67,827.17,821.67,204,206.33,196.5,200.67,0,0.33,0.83,1.08
2013,6,Staten Island,917,875.33,833.83,826.5,231,218.0,196.5,199.58,1,0.33,0.5,1.08
2013,7,Staten Island,739,863.67,823.67,825.83,227,220.67,203.83,204.33,0,0.33,0.5,1.0
2013,8,Staten Island,767,807.67,829.17,821.83,189,215.67,211.0,204.5,1,0.67,0.5,0.92
2013,9,Staten Island,814,773.33,824.33,823.08,198,204.67,211.33,204.42,0,0.33,0.33,0.92
2013,10,Staten Island,866,815.67,839.67,823.33,224,203.67,212.17,204.33,1,0.67,0.5,0.83
2013,11,Staten Island,875,851.67,829.67,828.42,221,214.33,215.0,205.75,0,0.33,0.5,0.67
2013,12,Staten Island,936,892.33,832.83,833.33,183,209.33,207.0,201.75,3,1.33,0.83,0.67
2014,1,Staten Island,865,892.0,853.83,838.75,176,193.33,198.5,201.17,3,2.0,1.33,0.92
2014,2,Staten Island,863,888.0,869.83,849.5,143,167.33,190.83,200.92,0,2.0,1.17,0.83
2014,3,Staten Island,990,906.0,899.17,861.75,165,161.33,185.33,198.33,0,1.0,1.17,0.75
2014,4,Staten Island,917,923.33,907.67,873.67,194,167.33,180.33,196.25,1,0.33,1.17,0.83
2014,5,Staten Island,1074,993.67,940.83,885.25,214,191.0,179.17,197.08,1,0.67,1.33,0.92
2014,6,Staten Island,1146,1045.67,975.83,904.33,207,205.0,183.17,195.08,2,1.33,1.17,1.0
2014,7,Staten Island,1034,1084.67,1004.0,928.92,188,203.0,185.17,191.83,2,1.67,1.0,1.17
2014,8,Staten Island,1024,1068.0,1030.83,950.33,207,200.67,195.83,193.33,0,1.33,1.0,1.08
2014,9,Staten Island,1124,1060.67,1053.17,976.17,215,203.33,204.17,194.75,0,0.67,1.0,1.08
2014,10,Staten Island,1125,1091.0,1087.83,997.75,215,212.33,207.67,194.0,0,0.0,0.83,1.0
2014,11,Staten Island,1058,1102.33,1085.17,1013.0,216,215.33,208.0,193.58,1,0.33,0.83,1.08
2014,12,Staten Island,1074,1085.67,1073.17,1024.5,187,206.0,204.67,193.92,1,0.67,0.67,0.92
2015,1,Staten Island,1049,1060.33,1075.67,1039.83,180,194.33,203.33,194.25,0,0.67,0.33,0.67
2015,2,Staten Island,901,1008.0,1055.17,1043.0,197,188.0,201.67,198.75,1,0.67,0.5,0.75
2015,3,Staten Island,1016,988.67,1037.17,1045.17,180,185.67,195.83,200.0,1,0.67,0.67,0.83
2015,4,Staten Island,916,944.33,1002.33,1045.08,179,185.33,189.83,198.75,1,1.0,0.83,0.83
2015,5,Staten Island,1242,1058.0,1033.0,1059.08,236,198.33,193.17,200.58,2,1.33,1.0,0.92
2015,6,Staten Island,996,1051.33,1020.0,1046.58,185,200.0,192.83,198.75,1,1.33,1.0,0.83
2015,7,Staten Island,968,1068.67,1006.5,1041.08,218,213.0,199.17,201.25,2,1.67,1.33,0.83
2015,8,Staten Island,944,969.33,1013.67,1034.42,216,206.33,202.33,202.0,2,1.67,1.5,1.0
2015,9,Staten Island,1051,987.67,1019.5,1028.33,197,210.33,205.17,200.5,2,2.0,1.67,1.17
2015,10,Staten Island,1008,1001.0,1034.83,1018.58,179,197.33,205.17,197.5,3,2.33,2.0,1.42
2015,11,Staten Island,1063,1040.67,1005.0,1019.0,178,184.67,195.5,194.33,1,2.0,1.83,1.42
2015,12,Staten Island,1201,1090.67,1039.17,1029.58,211,189.33,199.83,196.33,1,1.67,1.83,1.42
2016,1,Staten Island,1074,1112.67,1056.83,1031.67,125,171.33,184.33,191.75,2,1.33,1.83,1.58
2016,2,Staten Island,967,1080.67,1060.67,1037.17,141,159.0,171.83,187.08,1,1.33,1.67,1.58
2016,3,Staten Island,938,993.0,1041.83,1030.67,145,137.0,163.17,184.17,1,1.33,1.5,1.58
2016,4,Staten Island,768,891.0,1001.83,1018.33,176,154.0,162.67,183.92,1,1.0,1.17,1.58
2016,5,Staten Island,919,875.0,977.83,991.42,219,180.0,169.5,182.5,2,1.33,1.33,1.58
2016,6,Staten Island,797,828.0,910.5,974.83,216,203.67,170.33,185.08,3,2.0,1.67,1.75
2016,7,Staten Island,740,818.67,854.83,955.83,151,195.33,174.67,179.5,0,1.67,1.33,1.58
2016,8,Staten Island,565,700.67,787.83,924.25,130,165.67,172.83,172.33,1,1.33,1.33,1.5
2016,9,Staten Island,626,643.67,735.83,888.83,175,152.0,177.83,170.5,1,0.67,1.33,1.42
2016,10,Staten Island,723,638.0,728.33,865.08,154,153.0,174.17,168.42,1,1.0,1.33,1.25
